Age,Work Class,Education,Marital Status,Height (cm),Number of Siblings,Occupation,Relatioship,Race,Gender,Hours Per Week,Country,Income Per Annum
42, Private, Some-college, Married-civ-spouse,197,2, Tech-support, Husband, White, Male,20, United-States,195526
42, Private, HS-grad, Married-civ-spouse,156,4, Exec-managerial, Wife, White, Female,40, United-States,190676
36, Private, 11th, Divorced,170,2, Other-service, Not-in-family, White, Female,40, United-States,38141
32, Private, Some-college, Divorced,177,3, Exec-managerial, Not-in-family, White, Female,50, United-States,148519
37, Self-emp-not-inc, Bachelors, Married-civ-spouse,163,2, Prof-specialty, Husband, White, Male,40, United-States,103052
28, Private, Bachelors, Never-married,161,4, Sales, Not-in-family, White, Male,40, United-States,33756
37, Private, Assoc-voc, Married-civ-spouse,189,3, Craft-repair, Husband, White, Male,40, United-States,31344
50, Private, HS-grad, Separated,187,0, Prof-specialty, Unmarried, Other, Female,60, Puerto-Rico,43666
49, Private, 11th, Married-civ-spouse,153,4, Craft-repair, Husband, White, Male,40, United-States,27747
40, Private, Masters, Married-civ-spouse,183,2, Exec-managerial, Husband, White, Male,40, United-States,198826
40, Private, Some-college, Married-civ-spouse,154,2, Other-service, Husband, White, Male,40, United-States,30366
49, Private, Some-college, Married-civ-spouse,193,1, Craft-repair, Husband, White, Male,40, United-States,38709
35, Federal-gov, Masters, Never-married,166,5, Exec-managerial, Not-in-family, White, Male,40, United-States,127412
33, Local-gov, HS-grad, Divorced,170,2, Protective-serv, Unmarried, White, Male,40, United-States,33882
24, Private, HS-grad, Never-married,192,0, Craft-repair, Not-in-family, White, Male,40, United-States,47153
41, Private, Masters, Never-married,161,2, Adm-clerical, Not-in-family, White, Female,40, United-States,41918
43, Private, Some-college, Married-civ-spouse,149,5, Tech-support, Husband, Black, Male,40, Jamaica,67862
36, Self-emp-not-inc, HS-grad, Married-civ-spouse,176,4, Farming-fishing, Husband, White, Male,60, United-States,108743
84, Self-emp-not-inc, Bachelors, Married-civ-spouse,167,2, Farming-fishing, Husband, White, Male,20, United-States,28729
23, Private, HS-grad, Never-married,167,2, Sales, Own-child, White, Male,40, United-States,41078
41, Private, Bachelors, Married-civ-spouse,170,0, Prof-specialty, Husband, White, Male,50, United-States,68048
55, Self-emp-inc, HS-grad, Married-civ-spouse,183,0, Exec-managerial, Husband, White, Male,45, United-States,151388
30, Self-emp-not-inc, Some-college, Never-married,178,0, Craft-repair, Not-in-family, White, Male,45, United-States,34167
46, Private, Assoc-acdm, Married-civ-spouse,147,1, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, India,46535
55, Private, Some-college, Married-civ-spouse,200,6, Exec-managerial, Husband, White, Male,40, United-States,96863
34, Private, Some-college, Never-married,199,0, Adm-clerical, Not-in-family, White, Male,40, United-States,33440
54, Self-emp-not-inc, Masters, Divorced,155,0, Sales, Not-in-family, White, Male,60, United-States,30476
27, Private, Some-college, Never-married,147,2, Adm-clerical, Own-child, Black, Male,40, United-States,30847
52, Local-gov, Masters, Married-civ-spouse,191,1, Prof-specialty, Wife, White, Female,40, United-States,190764
36, Private, Some-college, Married-civ-spouse,186,4, Adm-clerical, Wife, Black, Female,40, United-States,68722
25, Self-emp-not-inc, HS-grad, Never-married,195,4, Prof-specialty, Not-in-family, White, Male,40, United-States,24336
52, Private, Bachelors, Married-civ-spouse,179,6, Exec-managerial, Husband, White, Male,55, United-States,82096
24, Private, HS-grad, Divorced,185,5, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,50, United-States,39027
36, Private, HS-grad, Never-married,171,2, Adm-clerical, Not-in-family, Black, Female,40, United-States,37669
31, Private, HS-grad, Married-civ-spouse,152,0, Handlers-cleaners, Husband, White, Male,40, United-States,27257
66, ?, Some-college, Married-civ-spouse,148,4, ?, Husband, White, Male,20, United-States,36378
90, Self-emp-not-inc, Bachelors, Married-civ-spouse,193,2, Prof-specialty, Husband, White, Male,50, United-States,32125
67, Private, Masters, Married-civ-spouse,180,6, Prof-specialty, Husband, White, Male,60, United-States,59657
22, Self-emp-inc, 7th-8th, Married-civ-spouse,173,3, Craft-repair, Husband, White, Male,40, United-States,29693
47, Private, Some-college, Divorced,162,0, Adm-clerical, Not-in-family, White, Female,35, United-States,38770
32, Private, Bachelors, Married-civ-spouse,151,0, Exec-managerial, Husband, White, Male,55, United-States,125974
55, Self-emp-not-inc, 7th-8th, Married-civ-spouse,151,5, Farming-fishing, Husband, White, Male,50, United-States,23139
32, Private, HS-grad, Never-married,177,5, Handlers-cleaners, Not-in-family, White, Female,35, United-States,28177
48, Private, Some-college, Separated,162,2, Adm-clerical, Other-relative, Black, Female,40, United-States,44360
21, Private, HS-grad, Married-civ-spouse,152,1, Sales, Husband, Other, Male,35, United-States,46091
33, Private, Assoc-acdm, Married-spouse-absent,189,3, Prof-specialty, Own-child, White, Female,40, United-States,21845
27, Private, Some-college, Never-married,187,2, Prof-specialty, Not-in-family, White, Female,48, ?,47581
47, Private, Assoc-voc, Never-married,166,1, Prof-specialty, Not-in-family, White, Female,40, United-States,33948
18, Private, 11th, Never-married,147,6, Other-service, Own-child, White, Female,24, United-States,36984
44, Self-emp-inc, HS-grad, Married-civ-spouse,179,5, Craft-repair, Husband, White, Male,60, United-States,144464
23, Private, Some-college, Never-married,166,1, Craft-repair, Own-child, White, Male,37, Mexico,20195
18, Private, 10th, Never-married,194,6, Sales, Own-child, White, Female,35, United-States,23038
56, Private, HS-grad, Married-civ-spouse,172,4, Exec-managerial, Husband, White, Male,50, United-States,42215
24, Private, Bachelors, Never-married,164,1, Adm-clerical, Own-child, White, Male,35, United-States,37854
43, Private, Bachelors, Married-civ-spouse,185,1, Craft-repair, Husband, White, Male,40, United-States,82802
23, Private, Bachelors, Never-married,150,5, Sales, Own-child, White, Female,60, United-States,47797
26, Private, Some-college, Never-married,157,4, Sales, Own-child, White, Male,42, United-States,40217
42, Private, HS-grad, Widowed,200,1, Sales, Unmarried, White, Male,40, United-States,43378
23, Private, HS-grad, Never-married,192,4, Adm-clerical, Not-in-family, White, Female,40, United-States,23975
53, Self-emp-not-inc, 10th, Married-civ-spouse,200,1, Craft-repair, Husband, White, Male,40, United-States,45257
51, Private, HS-grad, Married-civ-spouse,149,3, Exec-managerial, Husband, White, Male,55, United-States,199531
40, Private, HS-grad, Never-married,195,3, Other-service, Own-child, White, Male,25, United-States,22923
27, Private, Bachelors, Never-married,198,0, Prof-specialty, Not-in-family, White, Male,50, United-States,45669
24, Local-gov, Some-college, Separated,193,5, Protective-serv, Not-in-family, White, Male,60, United-States,21036
42, Private, HS-grad, Divorced,175,1, Craft-repair, Other-relative, White, Female,40, United-States,43629
41, Private, HS-grad, Separated,200,4, Adm-clerical, Unmarried, White, Female,40, United-States,24722
23, Private, Some-college, Never-married,154,1, Handlers-cleaners, Own-child, White, Male,10, United-States,22724
42, Self-emp-not-inc, Masters, Married-civ-spouse,186,2, Prof-specialty, Husband, White, Male,65, United-States,31728
38, Private, HS-grad, Married-civ-spouse,186,1, Craft-repair, Husband, White, Male,40, United-States,53165
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse,186,2, Farming-fishing, Husband, White, Male,30, United-States,32781
31, Private, HS-grad, Married-civ-spouse,154,5, Craft-repair, Husband, White, Male,40, United-States,38691
18, Self-emp-not-inc, 11th, Never-married,167,5, Other-service, Own-child, White, Female,4, United-States,20314
21, Private, Some-college, Never-married,153,1, Other-service, Own-child, White, Male,30, United-States,27127
24, Private, Bachelors, Married-civ-spouse,192,5, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,40, Philippines,31367
55, Private, Some-college, Married-civ-spouse,195,0, Craft-repair, Husband, White, Male,40, United-States,41876
20, Private, 9th, Never-married,188,1, Adm-clerical, Unmarried, Black, Female,20, United-States,32207
31, Private, Some-college, Divorced,168,3, Sales, Own-child, White, Female,30, United-States,28488
23, Private, Some-college, Never-married,197,3, Adm-clerical, Own-child, White, Female,20, United-States,36746
35, Private, HS-grad, Married-civ-spouse,178,0, Craft-repair, Husband, White, Male,40, Mexico,23246
51, Self-emp-not-inc, Some-college, Married-civ-spouse,198,0, Sales, Husband, White, Male,60, United-States,21767
19, Private, Some-college, Never-married,170,0, Protective-serv, Own-child, White, Female,30, United-States,29477
38, Local-gov, HS-grad, Divorced,162,5, Protective-serv, Not-in-family, White, Male,56, United-States,29953
52, Local-gov, HS-grad, Married-civ-spouse,145,3, Craft-repair, Husband, White, Male,40, United-States,42239
70, Self-emp-not-inc, Prof-school, Married-civ-spouse,176,3, Prof-specialty, Husband, White, Male,25, United-States,23894
53, Private, 10th, Divorced,164,5, Craft-repair, Not-in-family, White, Male,40, United-States,29820
59, Private, Doctorate, Married-civ-spouse,178,5, Exec-managerial, Husband, White, Male,40, United-States,94519
39, Private, Some-college, Married-civ-spouse,160,4, Transport-moving, Husband, White, Male,43, United-States,32051
18, Private, 12th, Never-married,154,6, Sales, Own-child, White, Female,20, United-States,43846
41, ?, HS-grad, Never-married,163,0, ?, Not-in-family, White, Female,30, United-States,28689
19, ?, Some-college, Never-married,148,5, ?, Own-child, White, Male,10, United-States,46936
24, Private, Some-college, Divorced,145,3, Adm-clerical, Not-in-family, White, Female,40, United-States,47063
25, Private, HS-grad, Never-married,192,2, Adm-clerical, Not-in-family, White, Female,38, United-States,21638
32, Private, Some-college, Never-married,151,2, Exec-managerial, Not-in-family, Black, Male,40, Jamaica,39182
34, Self-emp-not-inc, HS-grad, Married-civ-spouse,162,5, Sales, Husband, White, Male,60, United-States,196732
35, Private, HS-grad, Never-married,181,3, Sales, Not-in-family, White, Female,40, United-States,32540
50, Private, HS-grad, Married-civ-spouse,197,0, Adm-clerical, Husband, White, Male,45, United-States,112279
18, Private, HS-grad, Never-married,179,1, Sales, Own-child, White, Male,20, United-States,45979
37, Private, HS-grad, Never-married,169,1, Adm-clerical, Not-in-family, White, Male,42, United-States,24482
30, Private, Some-college, Never-married,177,6, Other-service, Unmarried, White, Female,36, United-States,29753
40, Self-emp-inc, Masters, Married-civ-spouse,155,4, Exec-managerial, Wife, White, Female,30, Iran,189530
22, Private, HS-grad, Never-married,154,4, Prof-specialty, Not-in-family, White, Female,40, United-States,25182
50, Local-gov, Some-college, Separated,160,5, Other-service, Unmarried, Black, Female,28, United-States,41483
70, Private, HS-grad, Divorced,183,0, Other-service, Not-in-family, White, Female,23, United-States,39486
43, Private, Masters, Married-civ-spouse,178,0, Prof-specialty, Husband, White, Male,40, United-States,176804
77, Self-emp-not-inc, Some-college, Never-married,148,5, Craft-repair, Not-in-family, White, Male,40, United-States,34131
30, Self-emp-not-inc, HS-grad, Married-civ-spouse,186,3, Craft-repair, Husband, White, Male,40, United-States,37046
33, Private, Some-college, Married-civ-spouse,200,5, Machine-op-inspct, Husband, White, Male,39, United-States,32364
51, Private, Some-college, Married-civ-spouse,184,1, Sales, Husband, White, Male,50, United-States,197211
58, State-gov, Masters, Married-civ-spouse,184,1, Prof-specialty, Husband, White, Male,50, United-States,84589
22, Private, Some-college, Never-married,150,6, Adm-clerical, Own-child, White, Male,12, United-States,21244
33, Private, HS-grad, Married-civ-spouse,156,4, Transport-moving, Husband, Black, Male,40, United-States,44604
27, Private, 11th, Married-civ-spouse,198,3, Sales, Husband, White, Male,40, United-States,28378
35, Private, Some-college, Never-married,190,1, Exec-managerial, Not-in-family, White, Male,60, United-States,23309
32, Private, Some-college, Divorced,165,2, Sales, Not-in-family, White, Female,55, United-States,42094
41, Private, Bachelors, Married-civ-spouse,172,4, Tech-support, Wife, White, Female,25, United-States,69063
37, Private, Some-college, Married-civ-spouse,198,6, Craft-repair, Husband, White, Male,40, United-States,31123
17, Private, 11th, Never-married,161,6, Sales, Own-child, White, Male,15, United-States,20988
50, Private, Bachelors, Divorced,189,1, Exec-managerial, Not-in-family, White, Male,55, United-States,68890
31, ?, HS-grad, Married-civ-spouse,200,2, ?, Husband, Asian-Pac-Islander, Male,40, Philippines,49933
54, State-gov, HS-grad, Separated,179,6, Exec-managerial, Unmarried, White, Female,38, United-States,34976
23, State-gov, HS-grad, Never-married,192,2, Other-service, Own-child, Black, Male,40, United-States,24538
40, Private, Bachelors, Divorced,163,6, Adm-clerical, Unmarried, White, Female,20, United-States,37537
29, Private, Bachelors, Married-civ-spouse,199,5, Prof-specialty, Husband, White, Male,40, Germany,45036
38, Private, HS-grad, Married-spouse-absent,170,5, Other-service, Not-in-family, White, Male,35, ?,45943
30, Private, Assoc-voc, Married-civ-spouse,176,5, Exec-managerial, Husband, White, Male,55, United-States,20765
20, Private, Some-college, Never-married,147,0, Sales, Own-child, Asian-Pac-Islander, Male,8, India,25585
43, Self-emp-not-inc, Some-college, Married-civ-spouse,189,3, Farming-fishing, Husband, White, Male,50, United-States,41698
25, Private, Some-college, Never-married,175,1, Tech-support, Own-child, White, Male,25, United-States,35834
39, Private, Masters, Married-civ-spouse,193,4, Sales, Husband, White, Male,50, United-States,116010
48, Private, Assoc-acdm, Married-civ-spouse,198,0, Prof-specialty, Husband, White, Male,50, United-States,71125
41, Self-emp-not-inc, HS-grad, Divorced,199,2, Other-service, Unmarried, White, Female,40, United-States,23396
24, Private, Bachelors, Never-married,193,0, Adm-clerical, Not-in-family, White, Male,30, United-States,24323
